name,description,url,start_date,end_date,image,categories,location_name,location_address
Men's Soccer,Comets vs. Texas A&M International,https://calendar.utdallas.edu/event/mens-soccer-7806,2025-11-01 11:00:00,2025-11-01 00:00:00,https://localist-images.azureedge.net/photos/31211270267421/huge/19bb944e91f041ff942e2ab3083b865b1698471b.jpg,Sports & Recreation,Soccer Field,
Softball,Comets vs. Vernon,https://calendar.utdallas.edu/event/softball-8884,2025-11-01 12:00:00,2025-11-01 00:00:00,https://localist-images.azureedge.net/photos/31211270267421/huge/19bb944e91f041ff942e2ab3083b865b1698471b.jpg,Sports & Recreation,UTD Softball Field,
Volleyball,Comets vs. Sul Ross State,https://calendar.utdallas.edu/event/volleyball-7315,2025-11-01 14:00:00,2025-11-02 00:00:00,https://localist-images.azureedge.net/photos/31211270267421/huge/19bb944e91f041ff942e2ab3083b865b1698471b.jpg,Sports & Recreation,Activity Center (AB),"800 W. Campbell Road, Richardson, Texas 75080-3021"
Women's Soccer,Comets vs. Sul Ross State,https://calendar.utdallas.edu/event/womens-soccer-4307,2025-11-01 14:00:00,2025-11-01 00:00:00,https://localist-images.azureedge.net/photos/31211270267421/huge/19bb944e91f041ff942e2ab3083b865b1698471b.jpg,Sports & Recreation,Soccer Field,
"Fall 2025 ""Signature Required"" Period to Withdraw from UG Courses 2nd 8-Week Session",,https://calendar.utdallas.edu/event/fall_2025_signature_required_period_to_withdraw_from_ug_courses_2nd_8-week_session,2025-11-02 00:00:00,2025-11-02 00:00:00,https://localist-images.azureedge.net/photos/45940975141579/huge/59ac987df72c1535348116d9d203ca2ae8b60eed.jpg,Career Development,,
"Fall 2025 ""Signature Required"" Period to Withdraw from UG Courses Full-Term Session",,https://calendar.utdallas.edu/event/fall_2025_signature_required_period_to_withdraw_from_ug_courses_full-term_session,2025-11-02 00:00:00,2025-11-02 00:00:00,https://localist-images.azureedge.net/photos/31211613675917/huge/70fdecea12bb9f3650916d4b03e666fe55cb993d.jpg,Career Development,,
Groundbreakers: Post-War Japan and Korea from the DMA Collection,"September 6, 2025 - July 26, 2026

Groundbreakers brings together artists who played with materiality, space, and performance in postwar Japan and Korea after the 1950s. Moving beyond the hand, some artists used unexpected parts of their bodies to make their marks: Shiraga painted with his feet and Matsutani used his mouth to create vinyl bubbles. By extension, their bodily performances became part of their art. The objects and paintings themselves are testaments to the ephemeral nature of their energetic performance.

Other artists of this period upended the implement of the brush by pouring directly onto the canvas or experimented further with materiality by using different mediums, such as tin. Proponents of three art movements—Mono-ha, Dansaekhwa, and Gutai—rigorously interrogated and explored artistic performances, playful use of materials, experimentations with new techniques, a commitment to direct gestures, and a reorientation of subject and object. Through it all, the very process and stages of presenting objects became as important as the final art form.

A common visual thread amongst these artists is a commitment to abstraction and minimalism. These art forms of painting, sound, and installation are meant to be participatory, expanding how the viewer interacts with works of art. Challenging traditional ideas of art, each object is a transformative site that discourages passive looking. In the case of Takamatsu’s Cube 6 + 3, which greets visitors at the entrance of the exhibition, the artist’s simple application of lines onto a three-dimensional cube alters our perception of space and depth.

Two contemporary artists, Tatsuo Miyajima and Do Ho Suh, are positioned as means to provoke a dialogue and conversation about the antecedents and legacy of performance art for contemporary artists and its twin accompaniment the viewer/participant.

This exhibition is organized by The University of Texas at Dallas in collaboration with The Dallas Museum of Art.

On view at the Edith and Peter O'Donnell Jr. Athenaeum.

Athenaeum hours: 11 a.m. to 5 p.m. Tuesday through Sunday. Free admission.",https://calendar.utdallas.edu/event/groundbreakers-post-war-japan-and-korea-from-the-dma-collection,2025-11-02 00:00:00,2025-11-02 00:00:00,https://localist-images.azureedge.net/photos/50772630622979/huge/b1a3716bb05a7d101fc8a3772df1465382a31ff4.jpg,Arts & Performances,Edith and Peter O’Donnell Jr. Athenaeum,"777 Loop Rd SW, Richardson, TX 75080"
Socks & Canned Food Competition,"Join the Military and Veteran Center for a friendly competition with a purpose!

Compete to earn points and make the biggest impact. The teams with the most points will win prizes, and all donations will go directly to local shelters and food banks.

• White socks: 2 points per pair

• Black socks: 1 point per pair

• Canned goods: 2 points per item

• Perishable items: 1 point per item",https://calendar.utdallas.edu/event/socks-canned-food-competition,2025-11-02 00:00:00,2025-11-02 00:00:00,https://localist-images.azureedge.net/photos/50514847905725/huge/f11b07277a0aa1b4498990284b5c337ce28d5baf.jpg,Campus & Community,Military and Veteran Center,
MOMIX: Dance Performance,"In an endless search for another gravity, MOMIX Artistic Director Moses Pendleton combines athletic dance, riveting music, outrageous costumes, inventive props, and pure talent to create an entertaining multimedia experience that will surprise, enchant, and astonish. Experience the exceptional… expect the unexpected!

Register to Attend

Maximum 5 seats per reservation.

About MOMIX:

Recognized internationally for its exceptional innovation and physical artistry, MOMIX is a company of dancer-illusionists under the direction of Moses Pendleton. Blending illusion, beauty, magic, fun, and inventiveness, MOMIX presents a collection of iconic pieces from its illustrious repertoire. Surreal, wondrous, and massively creative—there’s nothing like MOMIX!

About the Richard Brettell Award in the Arts:

The Brettell Award is the highest honor given to artists by the University of Texas at Dallas. It shines the spotlight on luminaries working in any area on the broad spectrum of artistic endeavors, including the visual arts, music, literature, performance, and architecture/design. By highlighting artistic excellence, the award recognizes and advances the essential and fundamental role of the arts in the life of the university.",https://calendar.utdallas.edu/event/moses-pendleton-dance-performance,2025-11-02 15:00:00,2025-11-02 00:00:00,https://localist-images.azureedge.net/photos/50588420712150/huge/4e4bbd0d6e9472d45a38f0f5dace924e2f69f022.jpg,Arts & Performances,ATC Lecture Hall (ATC 1.102),
"Fall 2025 ""Signature Required"" Period to Withdraw from UG Courses 2nd 8-Week Session",,https://calendar.utdallas.edu/event/fall_2025_signature_required_period_to_withdraw_from_ug_courses_2nd_8-week_session,2025-11-03 00:00:00,2025-11-03 00:00:00,https://localist-images.azureedge.net/photos/45940975141579/huge/59ac987df72c1535348116d9d203ca2ae8b60eed.jpg,Career Development,,
"Fall 2025 ""Signature Required"" Period to Withdraw from UG Courses Full-Term Session",,https://calendar.utdallas.edu/event/fall_2025_signature_required_period_to_withdraw_from_ug_courses_full-term_session,2025-11-03 00:00:00,2025-11-03 00:00:00,https://localist-images.azureedge.net/photos/31211613675917/huge/70fdecea12bb9f3650916d4b03e666fe55cb993d.jpg,Career Development,,
Groundbreakers: Post-War Japan and Korea from the DMA Collection,"September 6, 2025 - July 26, 2026

Groundbreakers brings together artists who played with materiality, space, and performance in postwar Japan and Korea after the 1950s. Moving beyond the hand, some artists used unexpected parts of their bodies to make their marks: Shiraga painted with his feet and Matsutani used his mouth to create vinyl bubbles. By extension, their bodily performances became part of their art. The objects and paintings themselves are testaments to the ephemeral nature of their energetic performance.

Other artists of this period upended the implement of the brush by pouring directly onto the canvas or experimented further with materiality by using different mediums, such as tin. Proponents of three art movements—Mono-ha, Dansaekhwa, and Gutai—rigorously interrogated and explored artistic performances, playful use of materials, experimentations with new techniques, a commitment to direct gestures, and a reorientation of subject and object. Through it all, the very process and stages of presenting objects became as important as the final art form.

A common visual thread amongst these artists is a commitment to abstraction and minimalism. These art forms of painting, sound, and installation are meant to be participatory, expanding how the viewer interacts with works of art. Challenging traditional ideas of art, each object is a transformative site that discourages passive looking. In the case of Takamatsu’s Cube 6 + 3, which greets visitors at the entrance of the exhibition, the artist’s simple application of lines onto a three-dimensional cube alters our perception of space and depth.

Two contemporary artists, Tatsuo Miyajima and Do Ho Suh, are positioned as means to provoke a dialogue and conversation about the antecedents and legacy of performance art for contemporary artists and its twin accompaniment the viewer/participant.

This exhibition is organized by The University of Texas at Dallas in collaboration with The Dallas Museum of Art.

On view at the Edith and Peter O'Donnell Jr. Athenaeum.

Athenaeum hours: 11 a.m. to 5 p.m. Tuesday through Sunday. Free admission.",https://calendar.utdallas.edu/event/groundbreakers-post-war-japan-and-korea-from-the-dma-collection,2025-11-03 00:00:00,2025-11-03 00:00:00,https://localist-images.azureedge.net/photos/50772630622979/huge/b1a3716bb05a7d101fc8a3772df1465382a31ff4.jpg,Arts & Performances,Edith and Peter O’Donnell Jr. Athenaeum,"777 Loop Rd SW, Richardson, TX 75080"
