Prefix,Course Code,Course Name,Description,College
ARTS,ARTS2315,ARTS2315,,"School of Arts, Humanities, and Technology"
ARTS,ARTS2316,ARTS2316,,"School of Arts, Humanities, and Technology"
ARTS,ARTS2318,ARTS2318,,"School of Arts, Humanities, and Technology"
ARTS,ARTS2348,ARTS2348,,"School of Arts, Humanities, and Technology"
ARTS,ARTS2350,ARTS 2350 Photography," Design (3 semester credit hours) Introduces students to digital photographic processes, including camera operation, image capture, lighting techniques, and digital workflow. The course will emphasize design elements such as color and light, and design principles, as in compositional structure and spatial relationships. Lectures and discussions will address contemporary art practice and the histories of visual art, photography, and design. (0-3) S","School of Arts, Humanities, and Technology"
ARTS,ARTS2380,ARTS2380,,"School of Arts, Humanities, and Technology"
ARTS,ARTS2381,ARTS2381,,"School of Arts, Humanities, and Technology"
ARTS,ARTS2V71,ARTS2V71,,"School of Arts, Humanities, and Technology"
ARTS,ARTS3311,"ARTS 3311 Contemporary Art Practices (3 semester credit hours) This studio art course provides a context for the creation, discussion and critique of visual art. The course aims to fuse engagement in artistic production with reflection on theoretical and socio-cultural issues relevant to contemporary art practices. Prerequisite", ARTS 1316 or ARTS 2316 or ARTS 2348 or ARTS 2350 or ARTS 2380 or ARTS 2381 or instructor consent required. (0-3) R,"School of Arts, Humanities, and Technology"
ARTS,ARTS3313,"ARTS 3313 Intermediate Visual Design (3 semester credit hours) This intermediate level design course emphasizes visual perception, the generation of meaning, and visual decision-making in the context of two-dimensional or three-dimensional art forms. Emphasis may be placed on a specific aspect of design, as in color theory, or design concerns within a given art practice, as in painting, drawing, sculpture, printmaking, or photography. May be repeated for credit as topics vary (6 semester credit hours maximum) Prerequisite", ARTS 1316 or ARTS 2316 or ARTS 2350 or ARTS 2380 or ARTS 2381. (0-3) T,"School of Arts, Humanities, and Technology"
ARTS,ARTS3315,ARTS 3315 The Art of Tinkering," Creating at the intersection of Art, Science and Technology (3 semester credit hours) This course explores the many creative 'High-Low' outlets of 'Makers' and 'Producers' who defy traditional categories of the arts, science, and technology for those overlapping intersections where 'anything' can happen. From hacking the system to aesthetic revelations through deconstructing and repurposing materials, processes and systems in innovative, 'disruptive' ways, this hands-on studio course will explore the physical and mental challenges of learning how to change the world in small but significant, creative ways. We will incorporate material modeling and fabrication, arduinos, and hand think experimental enterprising ways. May be repeated for credit (6 semester credit hours maximum). Prerequisite: ARTS 1316 or ARTS 2316 or ARTS 2350 or ARTS 2380 or ARTS 2381 or instructor consent required. (0-3) S","School of Arts, Humanities, and Technology"
ARTS,ARTS3340,"ARTS 3340 Topics in Studio Art (3 semester credit hours) This course will investigate special topics exploring the wide variety of ideas, concepts, principles and techniques inherent in different media in the visual arts. Sections may be devoted exclusively to sculpture, photography, computer imaging, or painting. May be repeated for credit as topics vary (9 semester credit hours maximum). Prerequisite", ARTS 1316 or ARTS 2316 or ARTS 2348 or ARTS 2350 or ARTS 2380 or ARTS 2381 or instructor consent. (0-3) R,"School of Arts, Humanities, and Technology"
ARTS,ARTS3341,ARTS 3341 Chinese Calligraphy (3 semester credit hours) Chinese calligraphy is an art of self-cultivation and self-expression. It is one of China's greatest high art forms and is a cornerstone of Chinese culture. This course will explore the five major styles of Chinese calligraphy and how to paint Chinese calligraphy. Prerequisite, ARTS 1316 or ARTS 2316 or ARTS 2350 or ARTS 2380 or ARTS 2381. (0-3) R,"School of Arts, Humanities, and Technology"
ARTS,ARTS3363,"ARTS 3363 Typography, Technology, Image (3 semester credit hours) This Intermediate/Design II course explores the concepts and techniques of design as manifest in history and emerging in contemporary experimental design practices. The course emphasizes the use of technology and explores individual vision, creative variation strategies, and command of the visual language (allowing one to communicate visually, providing content and attitude overtly or covertly). Topics may include typography, graphic design, logos, information design, color theory, as well as composition, 2D, and 3D design. May be repeated for credit as topics vary (6 semester credit hours maximum). Prerequisite", ARTS 1316 or ARTS 2316 or ARTS 2348 or ARTS 2350 or ARTS 2380 or ARTS 2381 or ATCM 2301 or ATCM 2302 or instructor consent required. (0-3) Y,"School of Arts, Humanities, and Technology"
ARTS,ARTS3364,"ARTS 3364 Silkscreen Printmaking (3 semester credit hours) This course will focus on the creation of silkscreen prints, addressing issues of process, technique, and image development. Students will begin with color field printing and will then move to color process printing and computer-generated image transfers. The use of silkscreen as an art medium incorporated into other traditional mediums will be encouraged as a way to expand the potential application of artistic imagery and effects. May be repeated for credit as topics vary (6 semester credit hours maximum). Prerequisite", ARTS 1316 or ARTS 2316 or ARTS 2380 or instructor consent required. (0-3) Y,"School of Arts, Humanities, and Technology"
ARTS,ARTS3366,"ARTS 3366 Intermediate Drawing (3 semester credit hours) This intermediate or Drawing II course is an investigation of the various approaches to working with imagery in the field of drawing. By looking at traditional and contemporary works, students will build skills and technical facility while addressing the concepts, process, materials, techniques, and meaning behind the various subjects and approaches to the art of drawing. Course content include principles and techniques involved in the drawing process. Personal vision is encouraged and prepares students for Advanced Drawing where advanced independent vision in drawing is explored. May be repeated for credit as topics vary (6 semester credit hours maximum). Prerequisite", ARTS 1316 or ARTS 2380 or instructor consent required. (0-3) Y,"School of Arts, Humanities, and Technology"
ARTS,ARTS3367,"ARTS 3367 Figure Drawing (3 semester credit hours) An introductory class for students who have had some basic drawing experience. The course will cover an introduction to the many diverse representations and applications of the human figure through art. Topics include linear dynamics, various contour line applications, rendering, shading and compositional etiquette using a variety of materials and techniques. Prerequisite", ARTS 1316 or ARTS 2380 or instructor consent required. (0-3) Y,"School of Arts, Humanities, and Technology"
ARTS,ARTS3368,ARTS 3368 Mixed Media (3 semester credit hours) An investigation of the interaction and combination of several traditional visual media using techniques derived from 2D and 3D dimensional studio arts. May be repeated for credit as topics vary (6 semester credit hours maximum). Prerequisite, ARTS 1316 or ARTS 2316 or ARTS 2350 or ARTS 2380 or ARTS 2381. (0-3) S,"School of Arts, Humanities, and Technology"
